Year,Department,Student Name,Enrollement ID,Graduation Type,Gender,Campus (On/Off),Company,Company Type,Position,CTC,Student Rejection
2018-01-01,Zoology,MANJUL KAPOOR,Student01039,PG,Male,Yes,NIKE,CORE,Associate Engineer,230000.0,Yes
2019-01-01,Tamil,VEDHA,Student01262,UG,Female,Yes,Infosys,BPO,Process Executive,230000.0,Yes
2019-01-01,Economics,JITENDRA SINGH NARUKA,Student01307,PG,Male,Yes,Kaar,BPO,Process Executive,230000.0,Yes
2019-01-01,English,NICOLE WARD,Student01478,PG,Female,Yes,Infosys,BPO,Process Executive,230000.0,Yes
2019-01-01,English,NICOLE WARD,Student01571,PG,Female,Yes,Infosys,BPO,Process Executive,230000.0,Yes
2019-01-01,Social Work,POOJA CHOUDHARY,Student02279,PG,Female,Yes,Kaar,BPO,Process Executive,230000.0,Yes
2019-01-01,Commerce,KANTILAL RATHOD,Student03081,PG,Male,Yes,Kaar,BPO,Process Executive,230000.0,Yes
2019-01-01,Commerce,KARUNESH THAKUR,Student03234,PG,Male,Yes,Kaar,BPO,Process Executive,230000.0,Yes
2018-01-01,Philosophy,PRAVEEN MORCHHALE,Student03425,PG,Male,Yes,Wipro,BPO,Process Executive,230000.0,Yes
2018-01-01,Philosophy,PINAKI CHAUDHURI,Student03365,UG,Male,Yes,L&T,BPO,Process Executive,232500.0,Yes
2018-01-01,Philosophy,SHAHID KAZMI,Student00185,UG,Male,Yes,L&T,BPO,Process Executive,233500.0,Yes
2018-01-01,History,RUKSANA,Student01369,UG,Female,Yes,GWC,BPO,Process Executive,233500.0,Yes
2018-01-01,History,JAHNAVI,Student01372,UG,Female,Yes,GWC,BPO,Process Executive,233500.0,Yes
2018-01-01,Maths,BADULI,Student01955,PG,Female,Yes,Wipro,BPO,Process Executive,233500.0,Yes
2018-01-01,English,PETER WASHINGTON,Student02434,UG,Male,Yes,NIKE,BPO,Process Executive,233500.0,Yes
2018-01-01,English,JEREMY SANCHEZ,Student02442,PG,Male,Yes,Accenture,BPO,Process Executive,233500.0,Yes
2018-01-01,English,JOSE HILL,Student02445,PG,Male,Yes,Cognizant,BPO,Process Executive,233500.0,Yes
2018-01-01,Philosophy,PRATEEK CHAKRAVORTY,Student03417,PG,Male,Yes,L&T,BPO,Process Executive,233500.0,Yes
2018-01-01,Philosophy,PRATEEK VATS,Student03418,PG,Male,Yes,Kaar,BPO,Process Executive,233500.0,Yes
2018-01-01,PET,DANNY DENZONGPA,Student04904,UG,Male,Yes,Accenture,BPO,Process Executive,233500.0,Yes
2018-01-01,PET,DARSHAN LAAD,Student04906,UG,Male,Yes,GWC,BPO,Process Executive,233500.0,Yes
2018-01-01,PET,DEBAKI BOSE,Student04915,UG,Male,Yes,Cognizant,BPO,Process Executive,233500.0,Yes
2018-01-01,PET,DEDIPYA JOSHII,Student04919,UG,Male,Yes,Cognizant,BPO,Process Executive,233500.0,Yes
2018-01-01,Philosophy,CHANDAVATI,Student06032,PG,Female,Yes,L&T,BPO,Process Executive,233500.0,Yes
2018-01-01,Philosophy,CHARUSHEELA,Student06036,PG,Female,Yes,NIKE,BPO,Process Executive,233500.0,Yes
2017-01-01,Philosophy,SHAMIM BHAGAT,Student00203,UG,Male,Yes,GWC,BPO,Process Executive,235000.0,Yes
2019-01-01,Botany,NAVAL KISHORE,Student02762,PG,Male,Yes,Kaar,CORE,Associate Engineer,235000.0,Yes
2019-01-01,Botany,NAVANIAT SINGH,Student02763,PG,Male,Yes,Kaar,CORE,Associate Engineer,235000.0,Yes
2017-01-01,English,SARASWATHI,Student05309,UG,Female,Yes,Accenture,BPO,Process Executive,235000.0,Yes
2019-01-01,Philosophy,SINCHANA  S M ,Student05968,UG,Female,Yes,BNY Mellon,BPO,Process Executive,235000.0,Yes
2019-01-01,Microbiology,AZIZ NASER,Student08609,PG,Male,Yes,CAMS,CORE,Associate Engineer,235000.0,Yes
2018-01-01,Zoology,MANSI DOVHAL,Student01052,PG,Male,Yes,NIKE,CORE,Associate Engineer,238500.0,Yes
2019-01-01,Tamil,VIDUSHI,Student01268,UG,Female,Yes,Accenture,BPO,Process Executive,240000.0,Yes
2019-01-01,Tamil,VIJETA,Student01271,UG,Female,Yes,AthenaHealth,BPO,Process Executive,240000.0,Yes
2019-01-01,Tamil,PRIYAMVADA,Student02608,PG,Female,Yes,Wipro,BPO,Process Executive,240000.0,Yes
2019-01-01,Philosophy,PARSHWANATH YESHWANT ALTEKAR,Student03346,UG,Male,Yes,TCS,BPO,Process Executive,240000.0,Yes
2019-01-01,Philosophy,SHRISHTI,Student05331,UG,Female,Yes,Wipro,BPO,Process Executive,240000.0,Yes
2019-01-01,Philosophy,GANGABHAVANI  S,Student05958,UG,Female,Yes,TCS,BPO,Process Executive,240000.0,Yes
2019-01-01,Tamil,SHIV KUMAR PATHAK,Student08898,PG,Male,Yes,Wipro,BPO,Process Executive,240000.0,Yes
2019-01-01,Tamil,SHIVAJI GANESAN,Student08903,PG,Male,Yes,BNY Mellon,BPO,Process Executive,240000.0,Yes
2019-01-01,Tamil,SHIVAM NAIR,Student08906,PG,Male,Yes,Accenture,BPO,Process Executive,240000.0,Yes
2018-01-01,Philosophy,PAWAN KUMAR SHARMA,Student03358,UG,Male,Yes,Infosys,BPO,Process Executive,243500.0,Yes
2017-01-01,Statistics,N. MAHARAJAN,Student01098,UG,Male,Yes,GWC,IT,Associate Data Analyst,245000.0,Yes
2019-01-01,Philosophy,IRSIA,Student01611,UG,Female,Yes,Wipro,BPO,Process Executive,245000.0,Yes
2019-01-01,History,MAANYATA,Student01669,PG,Female,Yes,Accenture,BPO,Process Executive,250000.0,Yes
2019-01-01,Philosophy,SHASHI PAL,Student01847,PG,Male,Yes,TCS,BPO,Process Executive,250000.0,Yes
2019-01-01,Philosophy,PAPU BAHRUZ,Student03337,UG,Male,Yes,Deloitte,BPO,Process Executive,250000.0,Yes
2019-01-01,Philosophy,PARVINDER SINGH WRAICH,Student03349,UG,Male,Yes,Accenture,BPO,Process Executive,250000.0,Yes
2019-01-01,Political Science,SUYASHA,Student05725,UG,Female,Yes,Accenture,BPO,Process Executive,250000.0,Yes
2019-01-01,Political Science,TANISHKA,Student05729,UG,Female,Yes,Infosys,BPO,Process Executive,250000.0,Yes
2018-01-01,Philosophy,PIA SUKANYA,Student03363,UG,Male,Yes,TCS,BPO,Process Executive,253500.0,Yes
2019-01-01,History,LOPAMUDRA,Student01665,PG,Female,Yes,Accenture,BPO,Process Executive,254000.0,Yes
2019-01-01,Philosophy,SHRUTHI ,Student05967,UG,Female,Yes,Wipro,BPO,Process Executive,255000.0,Yes
2019-01-01,Microbiology,AYUSH UPADHYAY,Student08602,PG,Male,Yes,BNY Mellon,CORE,Associate Engineer,255000.0,Yes
2019-01-01,Philosophy,DRISHANA,Student08675,PG,Female,Yes,CAMS,BPO,Process Executive,255000.0,Yes
2018-01-01,Zoology,MANOJ SHARMA,Student01049,PG,Male,Yes,NIKE,CORE,Associate Engineer,260000.0,Yes
2019-01-01,Tamil,VETASI,Student01267,UG,Female,Yes,Accenture,BPO,Process Executive,260000.0,Yes
2019-01-01,Philosophy,SHASHILAL K. NAIR,Student01862,PG,Male,Yes,TCS,BPO,Process Executive,260000.0,Yes
2019-01-01,Philosophy,PARESH NAIK,Student03341,UG,Male,Yes,TCS,BPO,Process Executive,260000.0,Yes
2018-01-01,History,SATYANARAYANA,Student00158,PG,Male,Yes,NIKE,BPO,Process Executive,263500.0,Yes
2019-01-01,Microbiology,ARJUN RAO,Student04589,UG,Male,Yes,Deloitte,CORE,Associate Engineer,265000.0,Yes
2019-01-01,Microbiology,AVTAR BHOGAL,Student08595,PG,Male,Yes,Wipro,CORE,Associate Engineer,265000.0,Yes
2017-01-01,Maths,KEERTHI CHAWLA,Student00819,UG,Male,Yes,AthenaHealth,IT,Associate Data Analyst,270000.0,Yes
2017-01-01,Maths,KEVAL P. KASHYAP,Student00832,PG,Male,Yes,Ford,IT,Associate Data Analyst,270000.0,Yes
2017-01-01,Maths,KEWAL MISRA,Student00835,PG,Male,Yes,Ford,IT,Associate Data Analyst,270000.0,Yes
2019-01-01,Philosophy,PAVAN KAUL,Student03352,UG,Male,Yes,Deloitte,BPO,Process Executive,270000.0,Yes
2019-01-01,Philosophy,PAVAN KUMAR,Student03354,UG,Male,Yes,Accenture,BPO,Process Executive,270000.0,Yes
2018-01-01,Philosophy,PRAVEEN DAMLE,Student03424,PG,Male,Yes,Kaar,BPO,Process Executive,270000.0,Yes
2017-01-01,MCA,SHEIKH FATTELAL,Student05267,PG,Male,Yes,GWC,IT,Associate Data Analyst,270000.0,Yes
2017-01-01,MCA,SHEKHAR KAPUR,Student05269,PG,Male,Yes,GWC,IT,Associate Data Analyst,270000.0,Yes
2019-01-01,Tamil,SHIV HARE,Student08896,PG,Male,Yes,BNY Mellon,BPO,Process Executive,270000.0,Yes
2019-01-01,Social Work,JITU THAKAR,Student00677,UG,Male,Yes,BNY Mellon,BPO,Process Executive,275000.0,Yes
2019-01-01,English,SANDEEP NATH,Student01471,PG,Male,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,Tamil,RAM KELKAR,Student02484,PG,Male,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,Tamil,QADR,Student02627,PG,Male,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,English,SATISH KHURANA,Student03846,PG,Male,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,English,NISARAGA N V,Student03875,PG,Male,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,History,ERNEST MARTINEZ,Student03876,PG,Male,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,History,SURYAPRAKASH LAKKOJU,Student03890,PG,Male,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,History,SEETHA,Student03899,PG,Male,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,History,SHAALINA,Student03904,PG,Male,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,Political Science,SHRIHITA,Student05703,UG,Female,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,Political Science,SPRUHA,Student05717,UG,Female,Yes,Infosys,BPO,Process Executive,275000.0,Yes
2019-01-01,Political Science,TARAKINI,Student05733,UG,Female,Yes,TCS,BPO,Process Executive,275000.0,Yes
2019-01-01,Political Science,TAVANGI,Student05738,UG,Female,Yes,TCS,BPO,Process Executive,275000.0,Yes
2019-01-01,Philosophy,DEEYA,Student08666,PG,Female,Yes,Accenture,BPO,Process Executive,275000.0,Yes
2019-01-01,Political Science,SINDU,Student05712,UG,Female,Yes,Accenture,BPO,Process Executive,276000.0,Yes
2019-01-01,Political Science,SHYAMAVATI,Student05708,UG,Female,Yes,Infosys,BPO,Process Executive,278000.0,Yes
2019-01-01,Maths,KEWAL SINGH,Student01743,PG,Male,Yes,Infosys,IT,Associate Data Analyst,279000.0,Yes
2019-01-01,Maths,KHATUN,Student01749,PG,Male,Yes,TCS,IT,Associate Data Analyst,279000.0,Yes
2018-01-01,Maths,KARANJEET SALUJA,Student00802,UG,Male,Yes,TCS,IT,Associate Data Analyst,280000.0,Yes
2018-01-01,PET,YASHASWINI,Student07416,UG,Female,Yes,NIKE,BPO,Process Executive,280000.0,Yes
2019-01-01,Philosophy,DALEELA,Student08662,PG,Female,Yes,TCS,BPO,Process Executive,280000.0,Yes
2018-01-01,Maths,KARUNESH THAKUR,Student00806,UG,Male,Yes,GWC,IT,Associate Data Analyst,281500.0,Yes
2018-01-01,Philosophy,SARAYU,Student01632,UG,Female,Yes,NIKE,BPO,Process Executive,283500.0,Yes
2019-01-01,Statistics,B. MITRA,Student04700,UG,Male,Yes,Accenture,IT,Associate Data Analyst,289000.0,Yes
2018-01-01,Maths,KESHAV RATHOD,Student00824,PG,Male,Yes,TCS,IT,Associate Data Analyst,290000.0,Yes
2019-01-01,Philosophy,AANCHAL,Student05973,UG,Female,Yes,Accenture,BPO,Process Executive,290000.0,Yes
2019-01-01,Philosophy,CHINMAYEE,Student08658,PG,Female,Yes,Deloitte,BPO,Process Executive,290000.0,Yes
2019-01-01,Philosophy,DAKSHAYINI,Student08661,PG,Female,Yes,TCS,BPO,Process Executive,290000.0,Yes
2018-01-01,Maths,KARAN MALHOTRA,Student00799,UG,Male,Yes,NIKE,IT,Associate Data Analyst,291500.0,Yes
2018-01-01,Maths,KARANN RAJPOOT,Student00804,UG,Male,Yes,GWC,IT,Associate Data Analyst,291500.0,Yes
2018-01-01,MCA,SHIKHA DEWAN,Student05279,PG,Male,Yes,L&T,IT,Associate Data Analyst,291500.0,Yes
2018-01-01,MCA,SHILPA RANADE,Student05281,PG,Male,Yes,L&T,IT,Associate Data Analyst,291500.0,Yes
2018-01-01,MCA,SHIROE BROTHERS,Student05286,PG,Male,Yes,L&T,IT,Associate Data Analyst,291500.0,Yes
2018-01-01,Philosophy,SAYANTIKA,Student01635,UG,Female,Yes,L&T,BPO,Process Executive,293500.0,Yes
2019-01-01,Maths,KEVAL SHAH,Student01740,PG,Male,Yes,Deloitte,IT,Associate Data Analyst,299000.0,Yes
2019-01-01,Statistics,B.B. SINGH,Student04706,UG,Male,Yes,Deloitte,IT,Associate Data Analyst,299000.0,Yes
2019-01-01,Statistics,B.K. ADARSH,Student04709,UG,Male,Yes,Infosys,IT,Associate Data Analyst,299000.0,Yes
2017-01-01,English,PAUL COOPER,Student00007,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Commerce,MATTHEW TURNER,Student00023,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,English,SAHEEM KHAN,Student00054,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SAHIL SURTI,Student00055,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SAJAN,Student00061,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,History,SAURABH SHUKLA,Student00164,PG,Male,Yes,TCS,BPO,Process Executive,170000.0,
2017-01-01,History,SELVARAJ,Student00170,PG,Male,Yes,TCS,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SHONA URVASHI,Student00282,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SHOOJIT SIRCAR,Student00284,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SHYAMA,Student00302,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SIDDHARTH ANAND,Student00305,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SIDDHARTH SENGUPTA,Student00307,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SIDHARTH SRINIVASAN,Student00310,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SIDHESWAR SHUKLA,Student00311,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SORABJI KERAWALA,Student00334,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SOUMIK SEN,Student00337,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SPANDAN BANERJEE,Student00343,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SRIDHAR RANGAYAN,Student00346,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SRINATH,Student00349,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,SRIPARNA DEY,Student00352,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Tamil,RAJKUMAR KOHLI,Student00402,UG,Male,Yes,TCS,BPO,Process Executive,170000.0,
2017-01-01,Tamil,RAJNI CHANDRA,Student00409,UG,Male,Yes,TCS,BPO,Process Executive,170000.0,
2017-01-01,Tamil,RAM MADHVANI,Student00437,PG,Male,Yes,TCS,BPO,Process Executive,170000.0,
2017-01-01,Tamil,RAM P. SETHI,Student00443,PG,Male,Yes,TCS,BPO,Process Executive,170000.0,
2017-01-01,Political Science,RASHID DAMOHI,Student00491,UG,Male,Yes,GWC,BPO,Process Executive,170000.0,
2017-01-01,Political Science,RAVI RAI,Student00509,UG,Male,Yes,GWC,BPO,Process Executive,170000.0,
2017-01-01,Political Science,RAVI SADASIVUNI,Student00513,UG,Male,Yes,GWC,BPO,Process Executive,170000.0,
2017-01-01,Political Science,RAVIKANT NAGAICH,Student00517,UG,Male,Yes,GWC,BPO,Process Executive,170000.0,
2017-01-01,Political Science,RISHAB BHARDWAJ,Student00543,PG,Male,Yes,GWC,BPO,Process Executive,170000.0,
2017-01-01,Political Science,RITUPARNO GHOSH,Student00550,PG,Male,Yes,GWC,BPO,Process Executive,170000.0,
2017-01-01,Political Science,ROBBIE GREWAL,Student00553,PG,Male,Yes,GWC,BPO,Process Executive,170000.0,
2017-01-01,Political Science,ROGER SLAGLE,Student00557,PG,Male,Yes,GWC,BPO,Process Executive,170000.0,
2017-01-01,Economics,S.M. YUSUF,Student00614,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JAGDISH SETHI,Student00621,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JAGDISH SIDANA,Student00622,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JAI PRAKASH,Student00625,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JAL,Student00630,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JAYPRAKKASH SHAW,Student00661,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JEEVITHA,Student00664,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JEONG-BEOM LEE,Student00667,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JITEN PUROHIT,Student00673,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JITENDRA CHAWDA,Student00674,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,JITENDRA SINGH NARUKA,Student00675,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Social Work,K. SHRIVASTAVA,Student00723,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Social Work,K.B. LALL,Student00729,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Social Work,K.B. TILAK,Student00730,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Social Work,K.K. TALWAR,Student00737,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Social Work,K.P. BHAVE,Student00739,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Social Work,KABIR MEHTA,Student00749,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Social Work,KAMAL MEHRA,Student00770,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Social Work,KAMALAKARA KAMESHWARA RAO,Student00774,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,English,THERESA LEE,Student01155,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SHYAMAVATI,Student01207,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SIA,Student01208,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Political Science,SALMA,Student01465,UG,Female,Yes,Ford,BPO,Process Executive,170000.0,
2017-01-01,Political Science,SHRUTHI ,Student01466,UG,Male,Yes,GWC,BPO,Process Executive,170000.0,
2017-01-01,Political Science,ARNAVI,Student01498,PG,Female,Yes,Ford,BPO,Process Executive,170000.0,
2017-01-01,Political Science,AYUSHI,Student01504,PG,Female,Yes,Ford,BPO,Process Executive,170000.0,
2017-01-01,Political Science,BADULI,Student01505,PG,Female,Yes,Ford,BPO,Process Executive,170000.0,
2017-01-01,Political Science,BASAVESHWARI,Student01508,PG,Female,Yes,Ford,BPO,Process Executive,170000.0,
2017-01-01,Economics,EESHTA,Student01558,UG,Female,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,EKATA,Student01561,UG,Female,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,EKTAA,Student01562,UG,Female,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,ESHTARATHA,Student01566,UG,Female,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,FAZEELA,Student01568,UG,Female,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,GANDHARAJA,Student01574,UG,Female,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Economics,HIMASHAILAJA,Student01603,PG,Female,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Philosophy,SIA,Student01658,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Philosophy,SMITHA,Student01662,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Philosophy,TARUNI,Student01685,PG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Commerce,KADAMBANI,Student01843,UG,Female,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Maths,AJANTA,Student01932,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Maths,AMALAMANI,Student01934,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Maths,ANCHITA,Student01937,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Maths,ANJUSHREE,Student01939,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Maths,ANKOLIKA,Student01940,UG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Maths,BASAVESHWARI,Student01958,PG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Maths,BHAVANA,Student01964,PG,Female,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,RICHARD MITCHELL,Student02437,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,English,RYAN ALEXANDER,Student02440,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,History,DANIEL COOPER,Student02456,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,Commerce,JOSE HILL,Student02485,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,AARON PRICE,Student02489,UG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,DOUGLAS FLORES,Student02497,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,GREGORY EDWARDS,Student02501,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,Commerce,HENRY JENKINS,Student02503,PG,Male,Yes,Kaar,BPO,Process Executive,170000.0,
2017-01-01,PET,EUGENE PEREZ,Student02517,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,English,SANDEEP CHATTERJEE,Student02613,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,English,SANDEEP REDDY VANGA,Student02618,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,English,SANJAY BHATIA,Student02622,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,English,SANJAY LEELA BHANSALI,Student02628,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,English,SANJAY NIRANJAN,Student02630,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,English,SANJAY SRIVASTAV,Student02636,UG,Male,Yes,Cognizant,BPO,Process Executive,170000.0,
2017-01-01,English,SAPTARISHI PRATIM,Student02655,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SARATH BABU,Student02657,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SARATH KUMAR,Student02658,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SARIGAMA VIJI,Student02662,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SARKAR SAHITH,Student02664,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SARVOTTAM BADAMI,Student02668,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SATISH BHAKRI,Student02671,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SATISH KAUSHIK,Student02673,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,English,SATYEN BOSE,Student02683,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Tamil,SHARAT SAXENA,Student02743,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Tamil,SHARMILA SANKAR,Student02746,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Tamil,SHASHI BAKSHI,Student02750,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Tamil,SHATRUJIT PAUL,Student02758,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Tamil,SHEKHAR KAPUR,Student02767,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Tamil,SHEKHAR S. JHA,Student02768,UG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Tamil,SHITIZ SRIVASTAVA,Student02785,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Tamil,SHIV KUMAR PATHAK,Student02788,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Tamil,SHIVAJEE CHANDRABHUSHAN,Student02792,PG,Male,Yes,Infosys,BPO,Process Executive,170000.0,
2017-01-01,Political Science,TRILOK KAPOOR,Student03049,UG,Male,Yes,GWC,BPO,Process Executive,170000.0,
